,LL(%),PL(%),w(%),s'v (kPa),s'p (kPa),su(test) (kPa)
20,-0.23351002012494285,-0.4266604973816007,-0.6559076784701282,0.50859894057053,0.6234651121529904,42.0
21,0.32451231134916786,1.2181165975607935,-0.16373908383741834,0.10731351652674723,-0.21886115611163726,17.5785
22,0.15469293056837574,-0.31168775241505603,0.524928527752034,-0.6602536103683763,-0.7676578740562371,13.0
23,0.09081025300228317,0.3068311236814642,-0.35447168398710943,0.3898878866014501,0.04887931425096423,29.4863
24,2.2597234307028953,1.8393258358895312,1.702379670183026,-0.8394783791598789,-0.9979420329864198,8.57143
25,-0.5662542972822138,-0.5033128264507959,-0.31852702986970693,-0.026791017114696482,-0.2998180233451974,21.43447341
26,1.592519019346289,0.8642074940047764,0.37701698456064586,1.1521503852225135,0.7696084323715016,48.4507
27,0.6981770615390217,0.2631759724176672,0.8162014586201676,-0.46188994752655455,-0.4413290240202408,21.4
28,-0.7174438184592338,-0.36057416357483085,1.2257941773517613,-0.9472047786812666,-0.8241413676411529,9.7006
29,0.43419905506756523,0.9530124422169352,0.524928527752034,-0.13128384279018507,-0.48163258717209684,21.0
30,-0.8116179722679259,-0.48569900192192145,-0.9566115545052893,1.157354765193847,1.1426140089971086,67.1867
31,0.717342641214751,1.0708939976311336,1.2897167773152547,-0.5477280899717832,-0.6253290910728081,15.0475
32,-1.4166167428054353,-1.311099835311242,-1.8345081681418434,-0.14100560324721065,0.7901118690365041,40.3723234
33,-0.2645662561804082,0.24018142342435836,0.6626927518112863,0.44887654745686334,0.43494844579753433,22.7
34,-1.0424162725436248,-0.7411339494140935,-0.7900467353762783,-0.5069364669002048,-0.5549437713571639,11.0115873
35,-0.23351002012494285,0.2631759724176672,-0.26229560972940746,0.06281393482923173,-0.16180431183801286,16.7
36,-0.45934320466127393,-0.5814942930280462,-1.1090889976940694,1.472433047720663,3.885891203369205,59.65
37,-0.9913210001733701,-0.6494546825777708,-1.5249991901289524,0.48895240617874497,3.2947462744098024,51.0331896
38,-1.1094486126225993,-0.7037259652688911,-1.9154662984404347,1.693064631423438,0.5228752192155999,31.548000000000002
39,0.348794405915035,-0.31168775241505603,0.32812249338167365,-0.6218606433667333,-0.3516210931338513,20.0
40,0.2139404412228101,0.9124824433155402,-0.11068017697116923,0.47687781805672813,0.06381763491595847,22.0446
41,-1.3662575560252963,-1.2353719181542189,-1.7724642785824494,-0.16373797236175275,1.1126367127684356,64.10457
42,-0.4276114954716021,-0.5416332423481454,-0.5771852647219841,0.5512577927945777,0.10341913600000815,27.0
43,-0.6512707434840508,-0.5013582897863647,0.6458107301829968,-0.13042426691787046,-0.217939374618906,22.9412
44,-0.2562820933346827,0.11059336381276057,0.7239702786728415,0.1635954305496921,0.12762035957844647,31.027852799999998
45,-1.0424162725436248,-0.6954092887408987,-0.7548223913446716,-0.15543171793922567,-0.35167527542399185,10.9723572
46,0.348794405915035,2.5626308717485604,0.32812249338167365,-0.6645194955907809,-0.22160959909560574,23.0
47,0.5428958812616943,0.2631759724176672,-0.26229560972940746,0.6259107841866611,-0.09159810505736019,43.0
48,0.15469293056837574,0.8380396972503905,0.32812249338167365,-0.6111959303107214,-0.7676578740562371,15.0
49,-0.6299739296090153,-0.9354723802310441,-1.1458287481903286,1.345330340572789,2.890553379380049,53.96889960000001
50,0.9863321435849062,-0.024918705573971484,-1.0054811701887412,4.281659816781048,2.0782238752652114,48.55
51,-0.738173856026257,-0.5416332423481454,-0.0654895753590471,-0.04596613834208973,-0.22160959909560574,24.0
52,-0.7769941510955889,0.14820322745112258,0.48556732087796195,0.32640383248595867,0.5444380727413825,58.46799168
53,-1.592220347551558,-0.8865514772477793,-1.2463257815812094,-0.4938840866945903,-0.6766498282294652,8.0
54,-0.7999680017176194,-0.5561083109394335,0.18821701966847182,-0.857584928986376,-0.7031825739327904,11.1976
55,-0.8462922598238531,-0.49950722859240354,-0.9631809399325718,0.0558209545018481,1.2860739959878655,47.0650551
56,-0.0937569578753481,0.44713236436413883,-0.13240362704496975,-0.3787051856896616,-0.4842328170528618,13.1
57,0.6193446883417297,1.219852686009789,0.3138934170966963,3.3611727856496625,1.739832995650967,74.32177490000001
58,-0.0005882497089516931,-0.1967150074485114,0.32812249338167365,-0.3609810844178317,-0.239857114799459,41.13476136
59,-0.6527692068737267,-0.6910978108046535,1.0287519757401564,-0.8735478714886147,-0.6844505178717599,6.9
60,-0.03940854477828355,-0.31168775241505603,-0.45910164409976784,0.27397525333826783,0.3634421240764993,22.0
61,0.2827999042971708,-0.5531305168448,0.4501422346912968,0.2910387942278868,-0.19950764510910396,18.6
62,0.4537295455169462,0.7881185313859171,-0.3356137297737414,3.343962212494083,2.038081175334929,48.5759
63,-1.592220347551558,-2.8410881416790383,-1.7973826778182185,1.0951581586511856,0.42844787109562205,20.8
64,-0.6605332658875933,-0.8865514772477793,0.32812249338167365,-0.7391724869828644,-0.9626751151136055,10.0
65,0.26033848157005557,0.7874171976416208,0.4219871634142731,-0.7035267500644502,-0.6373408530070017,13.13
66,0.5428958812616943,-0.31168775241505603,1.115346630863115,-0.6005312172547095,-0.8066613222677108,15.0
67,-0.0782288398476154,-0.1967150074485114,0.48556732087796195,-0.6251383652853876,-0.39512107103390187,26.09622792
68,0.15469293056837574,-0.31168775241505603,0.32812249338167365,0.08201041833005329,-0.09159810505736019,27.0
69,0.5428958812616943,-0.31168775241505603,1.5089586996038358,-0.17394269501423273,-0.5466383341912197,25.0
70,0.23233352070703944,-0.1967150074485114,0.4068449071298178,-0.3043771199495524,-0.2053534600851087,42.46170768
71,1.855604159031151,1.411224820006602,1.4242927436177064,-1.0820323470205917,-0.7568695202809435,10.1568
72,0.15469293056837574,0.37814871738421185,-0.0654895753590471,-0.7507851744379466,-0.8898686784521879,20.64
73,0.9242897521998522,1.1708513021050473,0.991047875675483,0.763562368543218,-0.06619905958204861,29.7
74,-0.5052520856102658,-0.08174226248196674,-0.41974043722569576,0.016386167892127268,0.0016597532705253896,45.55791576
75,-1.2040173968582393,-0.8865514772477793,-1.3644094022034257,-0.40856638224649494,-0.15660385207648297,9.5
76,0.8534582418163492,-1.1164969671808687,-0.26229560972940746,0.1459986966661248,-0.08899787517659524,22.8
77,0.19361804043439496,-0.007895268389955253,-0.6393720354623306,-1.0639236642514833,-0.27726751969337876,19.1708
78,2.601303207017947,0.32290431342778725,0.7721208430418942,-0.466505912619736,-0.815975514715553,17.891114
79,-1.0219540950125798,-0.2626633739613213,-0.4530006570342866,-1.0286517080355528,-0.9411111017552847,4.4145
80,-0.6556561767201073,-0.17111038973888765,0.4712673944206117,-0.8534640838615328,-0.7577613991300458,13.8419
81,0.7874637401984849,0.9530124422169352,1.2727914583594033,-0.7413054295940669,-0.7884597131023564,8.7
82,0.22181710277275754,-0.8865514772477793,-0.9143454905639108,1.8532272920986248,1.0115884253053646,62.6389
83,-0.567178220304864,-0.8345378074249145,-0.2585484228349956,-0.4967081027118222,-0.7626862345242146,10.2618
84,-0.49871293578921644,-0.044929837155690884,1.0689400273489373,-0.9469196831730254,-0.8585175559664723,10.2456663
85,0.7369973566083536,0.2631759724176672,0.8594987861816467,-0.5472076519746499,-0.505034656098981,20.4
86,-0.1041103305703389,-0.037937646649713205,0.1688040724381794,-0.6969105470106247,-0.6433869210469516,12.33220443
87,-0.5523915699129556,-0.31168775241505603,0.90783041210232,-0.9792117155049695,-0.8085347878968019,9.7006
88,0.36021145469492555,0.53369534404945,1.277420336287794,0.646459865352489,0.08344175964287255,10.666609199999998
89,3.5272448850116502,2.6605416613620694,2.0126640639713367,-0.8292914452487764,-0.8382343622826807,25.9465
90,0.5040755861923625,0.8150451482570812,1.7057647339741961,-0.5813347337538881,-0.7572569545331775,10.3
91,-0.7197613900748729,-0.5697785703159557,-1.0521530119507243,3.982821183401421,2.504692427438192,45.4803372
92,0.4602979394426768,0.5567243848662486,-0.8108412609678507,0.6704828859329572,2.4306248792846037,34.18375
93,-1.1704184314757327,-0.806576435849051,-0.7622026176335598,-0.16438071328821238,-0.5959529939948666,14.354000000000001
94,-1.3204782820662349,-0.65660598731469,-0.0654895753590471,-0.2592603994623281,-0.22160959909560574,20.0
95,2.3325114839578927,3.5398992039641897,2.000973785529737,-1.0377844525511981,-1.0133795977885212,11.1
96,0.051023332585724855,-0.4423427797950372,-1.04280866143882,2.3327767793752567,1.0627395845700027,40.8546
97,-0.5166768984491702,-0.7008130077543263,0.19160995570101702,0.5460150198562422,0.48416689709559285,50.1238
98,-0.36161699385373786,0.1711977764444314,0.49343956225277646,0.8349391600844946,0.5389576410281308,30.9
99,2.2319669197283236,1.154007794967448,1.6591217038284207,-0.9549622909582095,-1.063917665751068,7.081169999999999
100,0.16095464416305885,-0.26533074164454545,-0.678127079750542,3.6513192427683467,2.6108223753599997,43.2911
101,1.9134852189795248,1.4969714932026514,1.4829803030669484,-1.0638788724566481,-0.9892312628858576,8.92652
102,1.0477421725498344,0.26496954723914523,0.9262396485573232,-0.46835489658110896,-0.7409080091578681,12.0779
103,-0.49489871291527504,-0.1660517763659339,-1.3932729752041826,3.970098969914365,4.720292416896685,56.42672760000001
104,0.15469293056837574,0.2631759724176672,0.13131645901131328,-0.8884784697670313,-0.9626751151136055,12.0
105,0.582593514999593,1.8388544476351683,0.3815474594718515,1.3390483169424567,1.9663210516758072,50.97486122
106,-0.738173856026257,-0.08174226248196674,-0.3803792303516237,-0.22726626029429234,-0.6116440812103424,16.0
107,-0.0782288398476154,0.49312146235075655,-0.03006448917238201,-0.36377458741124485,-0.5193359204431881,15.4
108,-0.9866237444699808,-0.024255889998694415,-1.293559229830096,-0.17394269501423273,2.346117408159744,40.4
109,1.3193017826483315,0.2631759724176672,1.5089586996038358,-0.5152135128066141,-0.2866153461147285,30.0
110,0.6593567664696899,0.2631759724176672,0.7729041310586879,-0.803160765318936,-0.7403554603082055,13.2
111,0.037164487245973404,-0.1270990103712687,0.15840090546136248,-0.27734711292254105,0.13887327042423778,34.3529
112,-0.0005882497089516931,-0.1967150074485114,0.6430121483742502,-0.6911787067551988,-0.4353753348673108,25.65391248
113,0.15469293056837574,0.49312146235075655,-0.10485078223311918,-0.8338277402429556,-0.8649064715968449,24.0
114,0.011057838811847754,0.44713236436413883,0.2887612865076016,-0.4981499719169951,0.07481660731159409,20.0
115,0.15469293056837574,0.2631759724176672,-0.0654895753590471,-1.1444315831113174,-0.9366728163059563,10.0
116,0.1758888116762312,0.06090442219802525,-0.6001092316054436,1.3281821389250459,1.742331028696728,53.9
117,-0.8494832880785522,-0.5561083109394335,-0.2803702759259812,-0.5951284736205338,-0.3090904330891201,17.9341
118,-0.6993535609569251,-0.4266604973816007,-1.1676033678330653,2.6884662892193663,1.5439464899437692,48.0
119,-0.6488871773667938,-0.04725043899200326,-0.018256127110160503,2.116837669417128,1.0720047665849375,33.5
120,0.4325453104976114,0.3157070195928816,-0.6629021649316509,-0.8900619237027357,1.7292326826999604,16.9956288
121,-1.4873317923037304,-0.8865514772477793,-1.2852028456107303,-0.06430944479843022,-0.5708204720823333,14.3337834
122,2.2597234307028953,1.8393258358895312,1.702379670183026,-0.8394783791598789,-0.9979420329864198,8.57143
123,-0.4276114954716021,-0.5416332423481454,-0.26229560972940746,0.06068099221802946,0.10341913600000815,33.0
124,-0.26662761384858974,-0.24357789829687485,0.6713679618063316,-0.9279997634100002,-0.6384108476029364,16.6019
125,-1.3592985771355668,-0.1967150074485114,-0.8527137128404886,0.29530467945029165,0.16842488301913094,42.0
126,0.21099012247792062,0.7230669522838459,-0.8617510459387755,0.5136028239364109,0.04655210850767961,33.8998
127,0.9310988319550129,-0.31168775241505603,0.524928527752034,0.40195181001041086,-0.026592358038237406,28.0
128,-0.5133305890141938,-0.38463795909632853,0.4360154975441927,0.08889129119379206,-0.09998644665270782,26.9748
129,-0.1487769620771123,-0.32627779375131044,0.27617357254927327,-0.607755493878852,-0.5875295492961287,17.395
130,-0.708429745944135,-0.9346560737417814,0.23735948645075108,-0.30185313046542844,-0.3516210931338513,17.91
131,-0.8158144461649207,-0.8865514772477793,-0.8527137128404886,-0.4043004970240901,-0.7416555752485879,7.5
132,-1.0499218807846316,-0.6839506979740159,-0.39958885923586845,-0.7296626002471801,-0.5888671075467942,14.198997
133,-0.5053957207020224,-0.4335588620795932,0.5690288239337445,0.32483313695977745,0.3913022871339549,47.8392
134,0.7369973566083536,-0.31168775241505603,0.32812249338167365,-0.8671490436550074,-0.2866153461147285,20.0
135,-0.6605332658875933,0.2631759724176672,-0.26229560972940746,-0.3765722430784592,-0.48163258717209684,18.0
136,-0.1109033274654555,-0.29703693993499464,-0.2296730414721765,-0.3701008951960711,0.5512827306629562,51.9475
137,1.285004051954577,0.7230669522838459,-0.6382384327043572,1.4008941525409355,1.0434022378965238,47.163999999999994
138,-0.03940854477828355,0.2631759724176672,0.13131645901131328,-0.17394269501423273,-0.2866153461147285,28.0
139,0.7602895336499524,1.102477010673443,0.9146044758053478,0.11613750010929132,-0.3503209781934689,26.6
140,0.348794405915035,-0.31168775241505603,0.7217345621223944,-0.7285077739268525,-0.8326636210753598,12.0
141,-1.00991592151158,-0.31168775241505603,-1.2463257815812094,0.5299283666825538,0.44274913543982897,17.5
142,0.6205364714003581,0.8955260697336628,0.524928527752034,-0.7178430608708406,-0.770258103937002,10.9
143,-0.7769941510955889,-0.5416332423481454,-0.6559076784701282,0.6579049233546969,1.6635570644589548,45.0
144,0.8930743529346022,-0.5186386933548365,-0.3752858901821189,2.131597632286648,1.4887956141727452,63.5232
145,1.9132522972091088,1.4933843435596954,1.4814058547919853,-1.0633797638856266,-0.9886774139212545,8.9
146,-0.0956940905993078,-0.47527097395345563,0.3206556724376621,-0.6108482606650953,0.2644513725157792,32.4378
147,0.6593567664696899,-0.08174226248196674,-0.3803792303516237,0.3390591986984025,1.4906554233945022,81.396
148,1.70750473334165,-0.31168775241505603,1.5089586996038358,-0.26352628468473294,-0.6766498282294652,23.0
149,0.2711538157763713,0.03323048248457791,0.4462061140038899,0.022626023247036362,0.7880701789350473,70.83616176
150,-0.5231831799027902,-0.4429981244413466,0.625830981573718,0.34690909298572203,0.1673717899174211,35.5462
151,-0.26662761384858974,-0.3743478984218231,0.8280649263720129,-0.865267788271927,-0.5619341864648192,18.0583
152,-0.9211067324814695,-0.5841616607112704,-0.3024834019478351,-0.7272130777618526,-0.5956045631908441,16.5128
153,-1.0392951208200503,-0.6503859618120001,-0.76548140616617,-0.13076532444140176,-0.3629284527933456,15.479356
154,-0.3732630823745376,0.7230669522838459,-0.5023989716612471,-0.5728029633090785,-0.727354310904381,12.0
155,-0.15521652852443796,0.1294812392696155,-0.19755421164272696,-1.0031110345856413,-0.9681324099813781,15.5579679
156,-0.738173856026257,-0.31168775241505603,-0.6559076784701282,-0.35524281696643534,-0.2866153461147285,15.0
157,-0.15586942998627912,0.2631759724176672,-0.26229560972940746,-0.6677426088462318,-0.8898686784521879,24.0
158,-1.0875565116502437,0.49312146235075655,-0.93537224727604,-0.26992511251834,-0.46213086306636003,13.3
159,-0.9679977668957155,-0.1577737387283428,-1.330747698084719,-0.19527212112625658,2.7769754994024893,41.5956
160,-1.0487362165809118,-0.2656986544284384,-1.466748540076013,1.2764582806033882,0.6234651121529904,39.3
161,1.851528028048871,0.1519168471135419,1.083601817519176,0.08318993559404826,0.3378569437454028,17.4684
162,-0.6605332658875933,-0.8865514772477793,0.32812249338167365,-0.5685370780866738,-0.6506475294218161,8.0
163,-0.5440723806795977,-0.31168775241505603,-0.0654895753590471,-0.4448264066369355,-0.15660385207648297,25.0
164,1.3193017826483315,1.4129034220831138,1.5089586996038358,-1.0484491656072101,-1.0393818965961703,7.7
165,-1.00991592151158,-0.8865514772477793,-1.0888809540849211,4.633709950635939,2.292812695604063,50.4
166,0.04858930008487804,-0.012758615502039786,-0.7039795204254324,0.9833493069719565,0.2268390472905146,38.9844
167,-0.7996302651505163,-0.6127898742079398,-0.31437048642380483,-0.43651432928107975,-0.6900995172877217,12.739
168,-1.5394946227883914,-1.246611622659507,-0.609315817893289,-0.36649195629791675,-0.06240922453083376,44.7179
169,-1.18072521981664,-1.6223770450336652,-0.8133525059664165,-0.21634559412493612,1.6067420415642415,55.917
170,-0.6715776398348182,-0.5863576401401311,-0.6928206182766331,0.2181486799039622,-0.29094342875126167,21.372
171,0.08541034995813913,-0.31515992931304576,0.06852746180579328,-0.803286608932997,-0.7480456401805677,14.6391
172,-1.048091799682761,-1.2239045055286146,-1.806581391864689,1.6166626270901683,3.5620629073018395,67.65
173,-0.8492620123966571,-0.22448092535793177,-1.3158573535242577,1.4956607927566576,2.504692427438192,48.388904100000005
174,-0.5715144472641083,-0.4108057558507144,0.005766017445085496,-0.6321520914657849,-0.8309435690092338,10.515
175,-1.3981188722048985,-1.4614152020805027,0.13131645901131328,-0.7285077739268525,-0.9366728163059563,7.0
176,-0.9256564710635953,-0.5122232141857032,-0.8191504117389674,-0.5420353913462155,-0.8224651373792189,15.696
177,-0.6954715314499919,-0.08174226248196674,-0.09697854085830465,2.315201332258949,1.4737402831631163,34.4
178,0.7250174135499579,0.390922189349995,1.238468485965212,-0.5271217314049571,-0.7476374040892876,16.259
179,-0.6217129708182614,0.49312146235075655,-0.08123405810867615,-0.48321937363857836,-0.5921423571046056,10.4
180,-1.0038133711266808,-0.7868586100872884,-0.9622559515710313,-0.6826888413806944,-0.5384638042985076,11.639221000000001
181,0.8399565431912352,1.4528909427824779,0.7936120619951372,0.08201041833005329,0.046539107358275725,31.80281244
182,-0.4994018671433175,-0.855048945126946,-0.10323303663059481,0.7999844965721099,0.2397881920967238,32.5308
183,0.49631152717849597,0.9415151677202805,0.8083292172453531,-0.5706700206978761,-0.6298456903756968,12.7
184,0.2827999042971708,-0.6221141638247265,0.10769973488687025,0.1353339836101129,-0.2983163805781707,18.6
185,0.5428958812616943,-0.31168775241505603,0.524928527752034,-0.6111959303107214,-0.2866153461147285,24.0
186,-0.4143155444103559,-0.7920553781597763,0.263420541522074,-0.054881838456915674,-0.18615026421161462,24.0902
187,-0.016116367736684657,-1.024518771207633,-0.23867888560496445,-0.0715614496765184,-0.16180431183801286,11.7
188,0.9016148178498552,0.6342849986206803,0.3555257656074028,-0.40790943592224466,-0.4945128258864659,16.9765
189,0.7369973566083536,0.2631759724176672,0.8594987861816467,-0.4896182014721855,-0.46603120788750735,21.0
190,-0.6299661655500014,-0.4822153277494351,-0.6202975946111553,-0.48254323083082723,0.3226705195461053,30.7387
191,1.1713848123456563,1.3895869494038982,-0.18274267451622025,4.2480952559566605,2.2922016415820834,54.4176
192,-0.6538794673127099,-0.6588019667435512,0.4305937152625563,1.6701994866313485,0.8490610566081541,40.8616
193,-0.8094411859461824,-0.4694367073041324,-0.6922026473287101,-0.8989998490795704,0.2732407410650625,18.856840899999998
194,-0.4110579832165465,-0.39929516636046514,-0.044259091731542875,-0.673108855486093,0.07063023720356255,33.4476
195,-1.5283881363690555,-1.5451153604161472,-1.373005889784723,0.4215364890664711,1.1695913940100444,86.4
196,-1.1311944053376797,-0.7411339494140935,-0.7783052873657428,-0.40328708053300005,-0.49588355006926055,11.8746016
197,0.0015119282542993687,-0.38212005598156135,-0.14988393901774483,0.18721141379977715,0.8406493129438798,61.0139
198,0.3798506419705004,-1.4154261040938847,-0.3921875924138452,0.28463996639427974,0.16062419337683628,20.6
199,-1.1022461113044788,-0.7249687814717974,-0.9697345808771048,-0.6523803006370711,-0.5119706392944275,11.494555
200,-0.8063639690915526,-0.2818159074792697,0.0028729687398413688,-0.220164254605337,-0.450059992706517,24.2785728
201,0.3992607895051663,0.9530124422169352,0.6036509415001782,-0.27205805512954245,-0.567440173237339,15.0
202,-0.03940854477828355,0.2631759724176672,0.32812249338167365,-0.5685370780866738,-0.2866153461147285,19.0
203,-0.9272879296785554,-0.6231692503096455,-0.29514288088276885,-0.7535320986572049,-0.6209203103019255,13.766603699999997
204,-0.8282020023215444,-1.2779531929373873,-1.2463257815812094,2.8174153653409717,1.499756300783616,41.86038276
205,-0.23351002012494285,-0.31168775241505603,-0.537824057847912,0.12466927055410097,-0.15660385207648297,34.0
206,0.15469293056837574,-0.8865514772477793,0.32812249338167365,-0.7818313392069121,-1.001678563325079,7.0
207,-0.9769380808501826,-0.18426345916863462,-1.3670151140984892,0.23131640111422017,2.239768006036459,40.3374
208,-0.4276114954716021,-0.31168775241505603,-0.7346300922182724,1.1000151761206296,0.16931011568065804,63.57994776
209,-0.04865165703429158,-0.037937646649713205,0.4405813975415851,-0.2835649887304301,-0.39525347408937295,20.55360867
210,-1.5498014111292988,-1.222421357118546,-1.7207464080344,-0.465878550209503,0.33565866780052617,30.916
211,-0.2723303151942747,0.49312146235075655,0.4895034415653689,-0.3680404726336497,-0.521936150323953,9.9
212,-0.1713975480140118,0.3091650704042849,0.8280098206823892,0.05001627916201754,0.01111097523285388,31.6
213,-0.45934320466127393,-0.4438374254796025,-1.0902389157220767,1.0397016507599237,2.1591998831809582,58.15
214,-0.5828926757489296,0.49312146235075655,0.013232838389097046,-0.4746876031937689,-0.5869418973430758,11.3
215,1.401911370555869,1.5107567253241403,-0.40885312740432733,-0.8523201867391451,0.9094903990371306,22.448975
216,-0.5956334965906843,-0.23311537850491956,0.7748918720058285,0.14051276827011233,0.2520040720765575,33.6742
217,0.28227194828422797,-0.5536938832951359,0.45193316960406726,0.29082123408154426,-0.19994058338425127,18.5714
218,-1.281657986996903,-0.5416332423481454,-1.561215436573786,0.40195181001041086,0.02541223957706082,11.2
219,1.1213182777947392,1.2634388536266061,0.4068449071298178,0.39128709695439895,0.8834881002294815,35.1
220,-1.592220347551558,-2.8410881416790383,-1.8091910398804398,1.0951581586511856,0.35434131949382225,14.0
221,0.348794405915035,0.2631759724176672,0.42652551056685384,-0.8671490436550074,-0.7143531615005564,10.4
222,0.6465654792443452,0.34156438993585725,0.13131645901131328,0.5632918550069815,-0.05107922024937683,33.7774
223,-0.566658028350935,-0.37648639147820073,-0.556430100337286,0.012158680755786381,-0.4225839668098066,21.0517
224,-0.03940854477828355,0.41264054087417534,0.21003887275945743,-0.38510401352326873,-0.6662489087064056,12.0
225,-0.8934550363035844,-0.8865514772477793,-0.26229560972940746,-0.7071783478148287,-0.9366728163059563,10.0
226,-0.5828926757489296,-0.1967150074485114,-0.9314361265886327,1.482719496202234,0.4025839045176296,60.84954288
227,2.4723810070926957,2.2171722649475836,2.004201404493411,-0.9128878650096313,-1.051740789219446,8.44156
228,-1.2040173968582393,0.03323048248457791,-1.049519747210849,-0.07796027751012548,-0.3516210931338513,13.0
229,0.47301935013689705,-0.9900269477176693,-0.5299518164730974,0.3742235560647799,0.28933557247469927,13.7
230,1.590345082822407,-0.16651166734580025,0.368928256548024,-0.805240917600511,-0.835328613061604,18.016651
231,-0.9411729430028071,-0.10481729239675239,-1.276354446305439,-0.6005312172547095,3.868942037829714,39.2116
232,-0.8187686706196967,-0.6180901177508975,0.6058472968437516,0.19209798532204186,0.010109886728759229,30.5042
233,1.7861934714471857,0.49638668830780613,-0.05659394260550685,0.7546377100694254,0.00442500414044297,34.858349
234,0.08841504079650532,-0.007895268389955253,0.29398845478047847,-0.8373859624582893,-0.00109710405733747,25.141
235,-1.5114469596007991,-1.5763879470470472,-1.3945364699448404,0.47233891618008944,-0.24371155308210754,23.7879747
236,-0.32255168837410564,0.17541088370008306,0.35027104448971424,0.04739934627702203,0.0458026312479973,20.458656899999998
237,0.7253512680875541,0.3896459918808665,1.2373663721727384,-0.5280111684738285,-0.7481561499505003,16.3
238,-0.5518364396934642,0.03323048248457791,-0.7149494887812363,-0.026769654841268302,0.4934536181147448,27.8
239,0.19722056381682884,-0.4907118136024625,-0.022369373228501094,0.0006493224257383168,-0.3971992225988391,18.4416
240,1.3562587035543359,2.06989217864544,2.127480704423004,-0.6088262310696756,-0.983634268067511,13.5
241,-0.5440723806795977,-0.08174226248196674,-1.2463257815812094,-0.45122523447054264,1.1435110883059727,37.0
242,0.7697461575288418,-0.2714702862257589,0.26333001074626344,-0.735836564738944,-0.8573099000001899,17.6978
243,-0.4276114954716021,-0.31168775241505603,-0.26229560972940746,-0.0033072861180420527,-0.2866153461147285,25.0
244,0.5428958812616943,0.2631759724176672,0.524928527752034,-0.675184208646793,-0.6766498282294652,14.0
245,-1.009194670320819,-0.9993881171418592,-1.895420044348797,2.4475290918579455,0.5228752192155999,36.328
246,0.35655846492890153,0.7460615012771551,0.4619505967535189,-0.7477042574276739,-0.7832592533408266,13.1
247,0.3798506419705004,0.6310887563106105,0.8713071482438681,-0.46402289013775694,-0.42962798955679865,12.5
248,-0.052704495839529755,-0.855048945126946,0.43596039185456886,-0.7846446905110881,-0.34706028992298954,22.4566
249,-0.6799434134222592,-0.07024498798531212,-0.25048724766718594,-0.23579803073910185,0.2347307449786361,31.3
250,-0.5956334965906843,-0.29992604060497857,0.7748918720058285,0.08521836401730178,0.11270585701915996,33.4457
251,0.348794405915035,-0.5416332423481454,-0.0654895753590471,-0.4938840866945903,-0.6766498282294652,18.0
252,-0.8447239199030522,-1.229020792679626,-1.2463257815812094,3.9214714745201924,1.8586744871731693,49.1253588
253,-0.7014809131267246,-1.0545496521928945,-0.5561585080098548,-1.0637210347034192,-0.9422373082507932,5.619269999999999
254,2.333326710154349,3.543865763665536,2.000973785529737,-1.0388210626602425,-1.0130610696281275,11.1159
255,-0.5819291443792204,-0.41261635698599447,-0.5359451813395194,-0.5940065458070414,0.15609979338430535,33.5685
